episode,reward,policy_loss
1,23.0,180.01834106445312
2,26.0,226.3251953125
3,15.0,81.36006927490234
4,13.0,59.06092834472656
5,16.0,89.1366958618164
6,19.0,124.08349609375
7,12.0,52.902305603027344
8,10.0,37.01945877075195
9,41.0,528.8958129882812
10,13.0,60.26422882080078
11,19.0,124.77458190917969
12,20.0,135.9634552001953
13,10.0,36.32353973388672
14,34.0,370.56695556640625
15,45.0,621.32080078125
16,14.0,68.99958038330078
17,15.0,80.2977066040039
18,35.0,391.0876770019531
19,18.0,113.65167999267578
20,21.0,150.69015502929688
21,13.0,62.289161682128906
22,40.0,496.6669921875
23,19.0,124.44776916503906
24,30.0,293.70526123046875
25,19.0,125.62066650390625
26,44.0,589.1480712890625
27,17.0,100.07522583007812
28,68.0,1299.4918212890625
29,23.0,176.92593383789062
30,10.0,40.53544998168945
31,29.0,273.2279052734375
32,25.0,207.06988525390625
33,21.0,150.22723388671875
34,26.0,221.14846801757812
35,79.0,1685.2001953125
36,19.0,122.85836029052734
37,10.0,38.09514617919922
38,39.0,472.25079345703125
39,39.0,468.613525390625
40,16.0,88.38526153564453
41,16.0,92.63326263427734
42,9.0,32.26019287109375
43,20.0,135.8096923828125
44,52.0,792.5928344726562
45,12.0,56.06360626220703
46,61.0,1061.1319580078125
47,14.0,73.30016326904297
48,15.0,81.97883605957031
49,18.0,109.8454818725586
50,19.0,120.38613891601562
51,39.0,464.34649658203125
52,14.0,73.73165130615234
53,11.0,46.70436477661133
54,28.0,248.21363830566406
55,21.0,146.6221160888672
56,10.0,40.902828216552734
57,48.0,676.6669311523438
58,21.0,147.8056182861328
59,12.0,58.316219329833984
60,35.0,378.2048645019531
61,17.0,101.6480712890625
62,20.0,137.50538635253906
63,77.0,1583.3101806640625
64,16.0,89.85086822509766
65,19.0,125.17884063720703
66,12.0,54.15884780883789
67,27.0,232.07762145996094
68,21.0,147.02105712890625
69,26.0,219.24298095703125
70,11.0,49.907127380371094
71,17.0,105.05210876464844
72,27.0,232.4667205810547
73,11.0,47.347328186035156
74,26.0,217.41650390625
75,27.0,240.92196655273438
76,18.0,116.93443298339844
77,90.0,2057.251953125
78,26.0,218.4778594970703
79,23.0,179.7672119140625
80,39.0,457.4939880371094
81,42.0,527.0374755859375
82,64.0,1125.618896484375
83,90.0,2105.376220703125
84,10.0,39.779205322265625
85,32.0,320.0259094238281
86,24.0,187.52291870117188
87,41.0,500.47357177734375
88,14.0,76.73596954345703
89,61.0,1042.248779296875
90,40.0,476.1844482421875
91,20.0,132.49708557128906
92,86.0,1904.84716796875
93,64.0,1113.1240234375
94,22.0,155.81517028808594
95,39.0,454.0373229980469
96,23.0,175.11964416503906
97,18.0,114.50599670410156
98,40.0,481.64971923828125
99,81.0,1666.3302001953125
100,86.0,1899.9525146484375
101,17.0,105.19692993164062
102,19.0,119.86540985107422
103,53.0,776.247314453125
104,62.0,1041.0362548828125
105,61.0,1030.0289306640625
106,21.0,144.31149291992188
107,85.0,1802.9619140625
108,24.0,186.62490844726562
109,50.0,689.8662719726562
110,29.0,269.4902038574219
111,57.0,904.4326171875
112,22.0,164.41917419433594
113,20.0,133.789306640625
114,24.0,186.1007080078125
115,21.0,143.98065185546875
116,59.0,965.5512084960938
117,56.0,838.2323608398438
118,50.0,683.9308471679688
119,62.0,1030.956298828125
120,117.0,3172.333740234375
121,69.0,1262.314208984375
122,43.0,513.66064453125
123,23.0,176.0224151611328
124,38.0,420.96746826171875
125,42.0,533.2356567382812
126,47.0,622.9471435546875
127,69.0,1229.91162109375
128,41.0,472.7314758300781
129,51.0,713.6165771484375
130,41.0,481.9870300292969
131,167.0,5632.3984375
132,38.0,419.93609619140625
133,30.0,273.2139587402344
134,34.0,344.85693359375
135,50.0,685.1319580078125
136,36.0,381.10272216796875
137,23.0,173.0288543701172
138,119.0,3187.245361328125
139,26.0,214.46649169921875
140,14.0,82.257568359375
141,137.0,4095.297119140625
142,19.0,133.7068634033203
143,52.0,742.8026123046875
144,82.0,1649.297119140625
145,23.0,172.5469970703125
146,34.0,332.1204833984375
147,45.0,558.4848022460938
148,18.0,110.3446273803711
149,25.0,205.61131286621094
150,73.0,1331.0941162109375
151,32.0,321.1297912597656
152,54.0,803.6290893554688
153,62.0,1003.035400390625
154,59.0,935.6956176757812
155,88.0,1819.7537841796875
156,32.0,294.5674133300781
157,135.0,3846.8369140625
158,47.0,607.724609375
159,47.0,614.2213134765625
160,27.0,213.98822021484375
161,50.0,687.543701171875
162,53.0,764.2923583984375
163,22.0,151.35768127441406
164,61.0,965.468994140625
165,97.0,2195.01611328125
166,157.0,5031.36328125
167,50.0,670.6412353515625
168,34.0,334.7680358886719
169,46.0,616.9607543945312
170,28.0,228.66635131835938
171,62.0,1013.6187133789062
172,62.0,968.3876953125
173,104.0,2502.5634765625
174,77.0,1487.15625
175,47.0,595.70166015625
176,58.0,852.3463134765625
177,19.0,125.85139465332031
178,14.0,87.95674133300781
179,53.0,771.9633178710938
180,110.0,2676.751953125
181,37.0,406.53265380859375
182,39.0,445.7120056152344
183,79.0,1511.2943115234375
184,46.0,567.2100219726562
185,34.0,335.57757568359375
186,31.0,300.13079833984375
187,153.0,4551.03466796875
188,63.0,1001.3982543945312
189,69.0,1173.6458740234375
190,53.0,765.51806640625
191,32.0,294.8651428222656
192,17.0,105.2540283203125
193,19.0,127.75577545166016
194,102.0,2297.6923828125
195,47.0,671.4849243164062
196,77.0,1496.8878173828125
197,54.0,756.9818115234375
198,99.0,2293.3974609375
199,27.0,202.740966796875
200,26.0,213.5344696044922
201,41.0,483.1373291015625
202,57.0,834.9323120117188
203,58.0,850.4791259765625
204,17.0,109.09139251708984
205,165.0,5189.357421875
206,43.0,493.58404541015625
207,61.0,991.030517578125
208,61.0,957.3418579101562
209,56.0,792.3935546875
210,31.0,282.82061767578125
211,75.0,1332.8677978515625
212,74.0,1344.052978515625
213,22.0,182.69725036621094
214,105.0,2453.3017578125
215,42.0,502.4500732421875
216,99.0,2320.302978515625
217,51.0,671.6156616210938
218,185.0,6361.19873046875
219,182.0,6499.5185546875
220,62.0,1011.12255859375
221,122.0,3146.09521484375
222,22.0,155.39288330078125
223,22.0,156.81028747558594
224,42.0,478.68707275390625
225,62.0,999.741943359375
226,137.0,3955.26318359375
227,58.0,875.4435424804688
228,47.0,613.6406860351562
229,72.0,1296.722412109375
230,27.0,244.05137634277344
231,108.0,2609.581298828125
232,39.0,419.7554016113281
233,77.0,1432.244873046875
234,119.0,3049.23095703125
235,77.0,1403.1334228515625
236,78.0,1453.7086181640625
237,121.0,3090.962646484375
238,77.0,1476.9586181640625
239,76.0,1452.4168701171875
240,175.0,5846.9560546875
241,36.0,364.03375244140625
242,39.0,449.8067626953125
243,37.0,425.52947998046875
244,40.0,452.556396484375
245,61.0,987.4608764648438
246,64.0,1036.7774658203125
247,61.0,964.2151489257812
248,115.0,2881.177001953125
249,144.0,4325.03173828125
250,52.0,709.6765747070312
251,20.0,129.3586883544922
252,94.0,2009.258544921875
253,80.0,1561.8050537109375
254,40.0,434.2982482910156
255,85.0,1826.5157470703125
256,146.0,4090.707275390625
257,117.0,2967.70166015625
258,26.0,205.6249237060547
259,113.0,2832.461669921875
260,102.0,2227.57861328125
261,41.0,474.1211242675781
262,50.0,658.0687255859375
263,84.0,1787.9090576171875
264,86.0,1717.683837890625
265,68.0,1124.857421875
266,112.0,2752.234375
267,142.0,4154.01220703125
268,117.0,2943.867431640625
269,109.0,2693.795166015625
270,34.0,327.04827880859375
271,46.0,546.6013793945312
272,170.0,5237.791015625
273,81.0,1611.9168701171875
274,67.0,1163.949951171875
275,40.0,503.6806335449219
276,108.0,2678.898193359375
277,145.0,4029.28955078125
278,83.0,1625.968505859375
279,49.0,618.0752563476562
280,103.0,2491.1142578125
281,159.0,4888.3515625
282,131.0,3628.53271484375
283,32.0,293.27471923828125
284,40.0,454.64208984375
285,31.0,314.48089599609375
286,38.0,442.66534423828125
287,33.0,325.22186279296875
288,42.0,516.082275390625
289,320.0,13764.82421875
290,122.0,3259.419921875
291,47.0,618.296630859375
292,77.0,1400.8272705078125
293,80.0,1583.350341796875
294,98.0,2231.734130859375
295,18.0,120.10883331298828
296,94.0,2087.443603515625
297,117.0,2983.42138671875
298,37.0,413.224609375
299,65.0,1074.907470703125
300,123.0,3211.119384765625
301,140.0,4128.0791015625
302,135.0,3707.481201171875
303,92.0,1922.204345703125
304,111.0,2657.7177734375
305,108.0,2559.96630859375
306,57.0,863.1312866210938
307,52.0,720.83642578125
308,59.0,921.679931640625
309,111.0,2696.0517578125
310,253.0,9675.1279296875
311,30.0,277.67449951171875
312,215.0,7634.71142578125
313,108.0,2675.29443359375
314,131.0,3476.45263671875
315,116.0,2849.446044921875
316,162.0,4944.0751953125
317,61.0,957.4715576171875
318,155.0,4613.3154296875
319,55.0,844.8822021484375
320,156.0,4625.1064453125
321,65.0,1042.03125
322,165.0,5136.35009765625
323,104.0,2289.952392578125
324,22.0,176.63375854492188
325,110.0,2593.826171875
326,211.0,7247.21044921875
327,148.0,4362.1748046875
328,50.0,688.2428588867188
329,33.0,348.16693115234375
330,91.0,1935.052978515625
331,68.0,1193.8885498046875
332,138.0,3914.125244140625
333,325.0,13838.4873046875
334,115.0,2842.2880859375
335,171.0,5215.80517578125
336,76.0,1342.4903564453125
337,130.0,3455.284912109375
338,141.0,3848.161376953125
339,229.0,8108.35888671875
340,255.0,9444.517578125
341,89.0,1822.4512939453125
342,158.0,4615.0048828125
343,208.0,7258.77685546875
344,68.0,1158.0511474609375
345,61.0,931.7396240234375
346,246.0,9252.212890625
347,71.0,1160.861328125
348,157.0,4730.375
349,61.0,895.375732421875
350,128.0,3488.426025390625
351,240.0,8807.640625
352,239.0,8650.8056640625
353,159.0,4560.17578125
354,170.0,4962.3154296875
355,76.0,1438.0845947265625
356,109.0,2814.85302734375
357,201.0,6982.3603515625
358,140.0,4110.0556640625
359,105.0,2242.306640625
360,287.0,11337.208984375
361,170.0,5195.1484375
362,211.0,7215.82373046875
363,290.0,11948.935546875
364,253.0,9431.8818359375
365,145.0,4067.92529296875
366,311.0,12718.408203125
367,139.0,3974.64990234375
368,116.0,2952.282958984375
369,312.0,12772.5263671875
370,297.0,12569.0751953125
371,353.0,15134.8330078125
372,229.0,8457.544921875
373,128.0,3442.998046875
374,204.0,7193.45166015625
375,42.0,465.0810546875
376,100.0,2221.60693359375
377,18.0,144.5138397216797
378,154.0,4402.9169921875
379,81.0,1523.7808837890625
380,347.0,14666.83984375
381,262.0,9824.51171875
382,121.0,3128.22021484375
383,261.0,9770.4326171875
384,94.0,1992.5428466796875
385,157.0,4621.1572265625
386,189.0,6396.30810546875
387,249.0,9562.7412109375
388,269.0,10412.0068359375
389,496.0,22982.86328125
390,280.0,10848.4853515625
391,500.0,23319.70703125
392,277.0,10653.8974609375
393,235.0,8667.40625
394,189.0,6188.6923828125
395,397.0,17238.16796875
396,353.0,15197.607421875
397,16.0,112.27317810058594
398,207.0,7213.654296875
399,123.0,3101.643310546875
400,201.0,6508.12060546875
401,191.0,6161.69970703125
402,41.0,467.74658203125
403,306.0,12051.7578125
404,252.0,9334.896484375
405,335.0,13946.15234375
406,500.0,22491.63671875
407,196.0,6265.6328125
408,39.0,423.4939880371094
409,107.0,2519.330078125
410,152.0,4362.38671875
411,413.0,18510.41796875
412,184.0,5708.39794921875
413,415.0,17985.166015625
414,500.0,22829.279296875
415,500.0,22983.431640625
416,279.0,10891.150390625
417,294.0,11468.1240234375
418,182.0,5600.4814453125
419,500.0,23248.2109375
420,268.0,10091.5224609375
421,371.0,15622.9130859375
422,149.0,4182.33056640625
423,166.0,5151.8955078125
424,213.0,7247.39208984375
425,315.0,12952.5888671875
426,445.0,20016.353515625
427,116.0,2943.10107421875
428,219.0,7429.9296875
429,357.0,14922.2333984375
430,268.0,9898.619140625
431,383.0,16639.755859375
432,101.0,2224.69140625
433,212.0,7452.53271484375
434,196.0,6435.515625
435,440.0,19307.4453125
436,275.0,10299.435546875
437,312.0,12467.375
438,281.0,10577.09765625
439,500.0,22536.52734375
440,500.0,22871.26953125
441,110.0,2484.5439453125
442,269.0,9869.0771484375
443,310.0,12052.1201171875
444,500.0,22909.3203125
445,377.0,15768.3701171875
446,211.0,6850.0615234375
447,365.0,15823.3857421875
448,301.0,11852.076171875
449,500.0,22965.0
450,246.0,8677.5107421875
451,105.0,2380.490966796875
452,500.0,23063.921875
453,500.0,22387.751953125
454,500.0,23006.6875
455,500.0,22034.103515625
456,248.0,9179.091796875
457,250.0,8935.927734375
458,389.0,16075.1572265625
459,500.0,21739.97265625
460,251.0,9425.8095703125
461,315.0,12506.3828125
462,271.0,10690.44921875
463,188.0,5843.3076171875
464,340.0,13645.025390625
465,279.0,10977.357421875
466,182.0,5730.96044921875
467,360.0,15015.0703125
468,106.0,2599.32861328125
469,132.0,3561.44384765625
470,231.0,8196.556640625
471,165.0,5036.271484375
472,500.0,22531.0859375
473,231.0,7761.408203125
474,222.0,7345.0166015625
475,435.0,18528.06640625
476,218.0,7083.615234375
477,500.0,23152.484375
478,261.0,9469.041015625
479,217.0,7175.900390625
480,382.0,16628.673828125
481,480.0,21170.537109375
482,447.0,19712.830078125
483,312.0,12272.794921875
484,286.0,10473.1650390625
485,226.0,7849.267578125
486,265.0,9628.0341796875
487,182.0,5710.7421875
488,246.0,9691.9716796875
489,250.0,8562.1640625
490,500.0,22133.556640625
491,159.0,4444.5361328125
492,266.0,9995.7978515625
493,338.0,13299.03125
494,183.0,5788.1630859375
495,338.0,13880.359375
496,165.0,4774.40185546875
497,185.0,5739.06103515625
498,357.0,14888.267578125
499,220.0,7268.02880859375
500,354.0,14485.21484375
501,151.0,4467.65673828125
502,248.0,8646.2421875
503,249.0,8752.630859375
504,190.0,6049.6669921875
505,194.0,6440.1396484375
506,327.0,12788.95703125
507,132.0,3199.6044921875
508,93.0,2000.8956298828125
509,166.0,4571.984375
510,250.0,8729.0146484375
511,212.0,6751.16845703125
512,132.0,3337.48974609375
513,362.0,15408.216796875
514,188.0,5661.06396484375
515,130.0,3476.48828125
516,246.0,8509.9267578125
517,242.0,8362.279296875
518,425.0,18169.75390625
519,500.0,22024.79296875
520,445.0,19058.6171875
521,191.0,6267.48046875
522,479.0,21008.921875
523,180.0,5406.84765625
524,500.0,22241.37890625
525,249.0,8807.2919921875
526,299.0,11439.873046875
527,500.0,22259.57421875
528,199.0,6277.943359375
529,299.0,11126.95703125
530,500.0,22620.1875
531,500.0,22157.9453125
532,500.0,22398.375
533,180.0,5625.91796875
534,500.0,21711.216796875
535,500.0,22261.947265625
536,114.0,3081.200927734375
537,107.0,2488.870849609375
538,299.0,11689.4453125
539,248.0,8667.72265625
540,351.0,13948.146484375
541,258.0,9390.013671875
542,112.0,2610.519287109375
543,500.0,22767.509765625
544,500.0,21739.36328125
545,83.0,1480.024169921875
546,500.0,22244.166015625
547,500.0,21430.84375
548,253.0,9220.5732421875
549,500.0,22203.556640625
550,127.0,3287.143310546875
551,416.0,18013.162109375
552,332.0,12682.8974609375
553,500.0,22113.0625
554,500.0,22415.724609375
555,232.0,8203.4306640625
556,232.0,8309.1162109375
557,304.0,11814.3193359375
558,469.0,20781.978515625
